x	y	key	showSelected1	group
-0.0374229309791648	0.151126719805065	1	3e-04	-1
-0.0392917204933064	0.159154488446634	1	3e-04	-1
-0.0411125907879709	0.167033742981598	1	3e-04	-1
-0.0428866485886638	0.174767259331315	1	3e-04	-1
-0.0446149764523784	0.182357761082423	1	3e-04	-1
-0.046298633277752	0.189807920480538	1	3e-04	-1
-0.0479386548046891	0.197120359404979	1	3e-04	-1
-0.049536054103667	0.204297650324884	1	3e-04	-1
-0.0510918220549332	0.211342317237062	1	3e-04	-1
-0.0526069278177997	0.218256836585944	1	3e-04	-1
-0.0540823192902366	0.225043638165973	1	3e-04	-1
-0.0555189235589617	0.231705106006766	1	3e-04	-1
-0.0569176473402198	0.238243579241382	1	3e-04	-1
-0.0582793774114422	0.244661352958023	1	3e-04	-1
0	0	1	6e-04	-1
-0.00561577251722046	0.0216567832268416	1	6e-04	-1
-0.0109540473324959	0.0425098191124446	1	6e-04	-1
-0.0160274028391059	0.0625892311225614	1	6e-04	-1
-0.0208478741296201	0.0819240044616764	1	6e-04	-1
-0.0254269757695736	0.100542029373406	1	6e-04	-1
-0.0297757236353132	0.118470142784752	1	6e-04	-1
-0.0339046558539447	0.135734168357829	1	6e-04	-1
-0.0378238528817912	0.152358955010227	1	6e-04	-1
-0.0415429567563089	0.168368413962833	1	6e-04	-1
-0.0450711895550043	0.183785554371636	1	6e-04	-1
-0.0484173710935476	0.1986325175979	1	6e-04	-1
-0.0515899358939863	0.212930610168955	1	6e-04	-1
-0.0545969494527165	0.22670033547988	1	6e-04	-1
-0.0574461238366806	0.239961424284389	1	6e-04	-1
-0.0601448326351129	0.252732864021377	1	6e-04	-1
-0.0627001252930555	0.265032927021804	1	6e-04	-1
-0.0651187408518126	0.276879197638857	1	6e-04	-1
-0.0674071211204953	0.288288598342701	1	6e-04	-1
-0.0695714233018401	0.2992774148195	1	6e-04	-1
-0.0716175320945464	0.30986132011292	1	6e-04	-1
-0.0735510712934843	0.320055397844784	1	6e-04	-1
-0.0753774149082621	0.329874164550211	1	6e-04	-1
-0.0771016978198161	0.339331591161147	1	6e-04	-1
-0.0787288259938939	0.348441123670942	1	6e-04	-1
-0.080263486269538	0.357215703011329	1	6e-04	-1
-0.0817101557399482	0.365667784171995	1	6e-04	-1
-0.0830731107423965	0.373809354591734	1	6e-04	-1
-0.0843564354731979	0.381651951849091	1	6e-04	-1
-0.0855640302430904	0.389206680679307	1	6e-04	-1
0	0	1	0.001	-1
-0.00935962086203411	0.0360946387114027	1	0.001	-1
-0.017948414774221	0.0699566459193647	1	0.001	-1
-0.0258246150387807	0.101725482113481	1	0.001	-1
-0.033042262822826	0.13153182490319	1	0.001	-1
-0.0396515000297037	0.159498125864489	1	0.001	-1
-0.0456988421122594	0.185739131889663	1	0.001	-1
-0.0512274321830267	0.210362373312701	1	0.001	-1
-0.0562772776856964	0.233468620937027	1	0.001	-1
-0.0608854708075956	0.255152313955609	1	0.001	-1
-0.0650863937339063	0.275501960625686	1	0.001	-1
-0.0689119097705974	0.294600513440784	1	0.001	-1
-0.0723915412942055	0.312525720430832	1	0.001	-1
-0.0755526354223275	0.329350454116489	1	0.001	-1
-0.0784205182387034	0.345143019545913	1	0.001	-1
-0.0810186383507708	0.3599674427505	1	0.001	-1
-0.0833687005053099	0.373883740870473	1	0.001	-1
-0.0854907899390135	0.3869481751209	1	0.001	-1
-0.0874034880952876	0.399213487693737	1	0.001	-1
-0.0891239802960946	0.410729123621208	1	0.001	-1
-0.0906681559179928	0.421541438560155	1	0.001	-1
-0.0920507015845155	0.431693893395483	1	0.001	-1
-0.0932851878524922	0.441227236503305	1	0.001	-1
-0.0943841498376867	0.450179674460547	1	0.001	-1
-0.0953591621950463	0.458587031937396	1	0.001	-1
-0.0962209088407938	0.46648290146183	1	0.001	-1
-0.0969792477774065	0.473898783701377	1	0.001	-1
-0.0976432713580919	0.480864218865935	1	0.001	-1
-0.0982213623045728	0.487406909796894	1	0.001	-1
-0.0987212457707264	0.493552837271629	1	0.001	-1
0	0	1	0.0018	-1
-0.0168473175516614	0.0649703496805248	1	0.0018	-1
-0.0311971557858177	0.122706973289902	1	0.0018	-1
-0.043389131321017	0.174023204403449	1	0.0018	-1
-0.0537188534183014	0.219640177433757	1	0.0018	-1
-0.0624434579843673	0.260197349627991	1	0.0018	-1
-0.0697864593548947	0.296261815733982	1	0.0018	-1
-0.0759420028140071	0.328336554471627	1	0.0018	-1
-0.0810785908165716	0.356867729856242	1	0.0018	-1
-0.0853423470851893	0.382251156196351	1	0.0018	-1
-0.088859875011171	0.404838023013134	1	0.0018	-1
-0.0917407599733361	0.424939965010867	1	0.0018	-1
-0.0940797591896949	0.442833552397796	1	0.0018	-1
-0.0959587174377046	0.458764268165591	1	0.0018	-1
-0.097448242333042	0.472950031250444	1	0.0018	-1
-0.0986091687691592	0.485584317703398	1	0.0018	-1
-0.0994938385236519	0.496838925988264	1	0.0018	-1
-0.100147217873999	0.506866427211336	1	0.0018	-1
-0.100607873282792	0.515802336387492	1	0.0018	-1
-0.100908822765623	0.523767036690776	1	0.0018	-1
-0.101078278403124	0.53086748496141	1	0.0018	-1
-0.101140293567011	0.537198723489586	1	0.0018	-1
-0.101115326767039	0.542845220220228	1	0.0018	-1
-0.101020732564281	0.547882056978677	1	0.0018	-1
-0.100871188711744	0.552375983066567	1	0.0018	-1
-0.100679067554884	0.556386349585929	1	0.0018	-1
-0.100454758733254	0.559965938087961	1	0.0018	-1
-0.100206949353821	0.563161695584142	1	0.0018	-1
-0.0999428670418904	0.566015386578212	1	0.0018	-1
-0.0996684906043188	0.568564171557085	1	0.0018	-1
0	0	1	0.0032	-1
-0.0299507867585091	0.115502843876489	1	0.0032	-1
-0.0520083055505823	0.208143541157745	1	0.0032	-1
-0.0680807452233712	0.282491933166813	1	0.0032	-1
-0.0796367173977611	0.342196909492497	1	0.0032	-1
-0.087803527783691	0.390173254741009	1	0.0032	-1
-0.0934439102985461	0.428750380696567	1	0.0032	-1
-0.0972158797414275	0.45979075267508	1	0.0032	-1
-0.099619362103203	0.484784213496012	1	0.0032	-1
-0.101032476775626	0.504923134071443	1	0.0032	-1
-0.101739727163558	0.521162307753556	1	0.0032	-1
-0.101953870140001	0.534266702073926	1	0.0032	-1
-0.101832852506391	0.544849543347168	1	0.0032	-1
-0.101492902110444	0.553402702686833	1	0.0032	-1
-0.101018625160774	0.560320949233002	1	0.0032	-1
-0.100470775862734	0.565921316350057	1	0.0032	-1
-0.0998922189831523	0.570458572184698	1	0.0032	-1
-0.0993124918200114	0.574137583760523	1	0.0032	-1
-0.0987512825989112	0.577123202997499	1	0.0032	-1
-0.0982210722578387	0.579548175166593	1	0.0032	-1
-0.0977291317548728	0.581519468561033	1	0.0032	-1
-0.0972790241653771	0.583123343218419	1	0.0032	-1
-0.0968717273494399	0.584429412099641	1	0.0032	-1
-0.0965064668405565	0.585493896835849	1	0.0032	-1
-0.0961813282400275	0.586362239304261	1	0.0032	-1
-0.0958937025468338	0.587071197750791	1	0.0032	-1
-0.0956406055271981	0.587650530244398	1	0.0032	-1
-0.0954189026604736	0.588124347575182	1	0.0032	-1
-0.0952254637835928	0.588512201222829	1	0.0032	-1
-0.0950572658210704	0.588829958870832	1	0.0032	-1
0	0	1	0.0056	-1
-0.052413876827391	0.202129976783855	1	0.0056	-1
-0.0806546205075719	0.334244629619812	1	0.0056	-1
-0.0949489306432461	0.420835451848558	1	0.0056	-1
-0.101400753242329	0.477756416834569	1	0.0056	-1
-0.103604216261493	0.515290709758066	1	0.0056	-1
-0.103637954387644	0.540122697804762	1	0.0056	-1
-0.102674844824509	0.556607647879066	1	0.0056	-1
-0.101353504633382	0.567590487352574	1	0.0056	-1
-0.100002841436826	0.574934632504042	1	0.0056	-1
-0.0987764346761556	0.579864164494689	1	0.0056	-1
-0.0977319344235337	0.58318566626737	1	0.0056	-1
-0.0968771928389035	0.585432348907151	1	0.0056	-1
-0.0961964616858873	0.586957906484983	1	0.0056	-1
-0.0956647926078766	0.587997786846527	1	0.0056	-1
-0.0952555681231308	0.588709298057423	1	0.0056	-1
-0.0949441198357674	0.5891979364404	1	0.0056	-1
-0.0947091863505339	0.589534722378425	1	0.0056	-1
-0.0945332334811253	0.589767651871207	1	0.0056	-1
-0.094402220918665	0.589929286657006	1	0.0056	-1
-0.0943051392469869	0.590041802665567	1	0.0056	-1
-0.0942334890062751	0.590120360145995	1	0.0056	-1
-0.0941807863260093	0.590175361834218	1	0.0056	-1
-0.0941421311167498	0.590213971819543	1	0.0056	-1
-0.094113847921535	0.590241141094225	1	0.0056	-1
-0.0940931966448592	0.590260302696871	1	0.0056	-1
-0.0940781447623968	0.590273844718827	1	0.0056	-1
-0.0940671908998451	0.590283433388495	1	0.0056	-1
-0.0940592299148861	0.590290234579722	1	0.0056	-1
-0.0940534507344334	0.590295066233839	1	0.0056	-1
0	0	1	0.01	-1
-0.0935962086203411	0.360946387114027	1	0.01	-1
-0.110109722255956	0.498629623883991	1	0.01	-1
-0.107773843127049	0.552510199904731	1	0.01	-1
-0.102900522377085	0.574219803211638	1	0.01	-1
-0.0991674942792068	0.583245991578047	1	0.01	-1
-0.0968473327492065	0.587119884743625	1	0.01	-1
-0.0955284541983048	0.588833430535884	1	0.01	-1
-0.0948134035030833	0.589612142433762	1	0.01	-1
-0.0944363905001943	0.589974231008527	1	0.01	-1
-0.0942410488442525	0.590145754974963	1	0.01	-1
-0.0941409775483734	0.590228195173098	1	0.01	-1
-0.0940900973303473	0.590268257355813	1	0.01	-1
-0.0940643593049546	0.590287885371666	1	0.01	-1
-0.094051384823219	0.590297559345266	1	0.01	-1
-0.0940448600550251	0.590302347821736	1	0.01	-1
-0.0940415842248525	0.590304725325449	1	0.01	-1
-0.0940399414461442	0.590305908339919	1	0.01	-1
-0.0940391182751583	0.590306497898102	1	0.01	-1
-0.0940387060261927	0.59030679202426	1	0.01	-1
-0.094038499649465	0.590306938873331	1	0.01	-1
-0.0940383963627722	0.59030701223019	1	0.01	-1
-0.0940383446799785	0.590307048888535	1	0.01	-1
-0.0940383188222553	0.590307067212475	1	0.01	-1
-0.0940383058864179	0.590307076373511	1	0.01	-1
-0.0940382994154264	0.59030708095415	1	0.01	-1
-0.0940382961785392	0.590307083244737	1	0.01	-1
-0.0940382945594506	0.590307084390235	1	0.01	-1
-0.0940382937496015	0.590307084963112	1	0.01	-1
-0.0940382933445307	0.590307085249623	1	0.01	-1
0	0	1	0.0178	-1
-0.166601251344207	0.642484569062968	1	0.0178	-1
-0.0889736918988083	0.577582172575808	1	0.0178	-1
-0.0955387043268048	0.591815385651988	1	0.0178	-1
-0.0938793493228047	0.590014649935537	1	0.0178	-1
-0.0940718808114197	0.590347121353546	1	0.0178	-1
-0.0940339429830912	0.590300110961155	1	0.0178	-1
-0.0940390822660064	0.590308110993269	1	0.0178	-1
-0.0940381800311363	0.590306915855168	1	0.0178	-1
-0.0940383119936581	0.590307111378146	1	0.0178	-1
-0.0940382900762883	0.590307081365944	1	0.0178	-1
-0.0940382934056484	0.590307086182527	1	0.0178	-1
-0.0940382928673776	0.590307085433277	1	0.0178	-1
-0.0940382929506813	0.590307085552399	1	0.0178	-1
-0.0940382929373892	0.590307085533747	1	0.0178	-1
-0.0940382929394652	0.590307085536699	1	0.0178	-1
-0.094038292939136	0.590307085536236	1	0.0178	-1
-0.0940382929391876	0.590307085536309	1	0.0178	-1
-0.0940382929391795	0.590307085536297	1	0.0178	-1
-0.0940382929391808	0.590307085536299	1	0.0178	-1
-0.0940382929391805	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
-0.0940382929391806	0.590307085536299	1	0.0178	-1
0	0	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	0.0517646524849775	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	0.0306814197048695	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.0192122493128326	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.0836198470071283	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.158287536592527	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.242395675107631	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0.115	-0.26	1	0.0316	-1
-0.215	1.06	1	0.0316	-1
0	0	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
0.115	-0.26	1	0.0562	-1
-0.215	1.06	1	0.0562	-1
