x	y	key	label	showSelected1	showSelected2	group
-0.2	-0.2	1	step size=0.0002	21	2e-04	-1
-0.2	-0.2	1	step size=0.0002	22	2e-04	-1
-0.2	-0.2	1	step size=0.0002	22	2e-04	-1
-0.2	-0.2	1	step size=0.0002	23	2e-04	-1
-0.2	-0.2	1	step size=0.0002	23	2e-04	-1
-0.2	-0.2	1	step size=0.0002	24	2e-04	-1
-0.2	-0.2	1	step size=0.0002	24	2e-04	-1
-0.2	-0.2	1	step size=0.0002	25	2e-04	-1
-0.2	-0.2	1	step size=0.0002	25	2e-04	-1
-0.2	-0.2	1	step size=0.0002	26	2e-04	-1
-0.2	-0.2	1	step size=0.0002	26	2e-04	-1
-0.2	-0.2	1	step size=0.0002	27	2e-04	-1
-0.2	-0.2	1	step size=0.0002	27	2e-04	-1
-0.2	-0.2	1	step size=0.0002	28	2e-04	-1
-0.2	-0.2	1	step size=0.0002	28	2e-04	-1
-0.2	-0.2	1	step size=0.0002	29	2e-04	-1
-0.2	-0.2	1	step size=0.0002	29	2e-04	-1
-0.2	-0.2	1	step size=0.0002	30	2e-04	-1
-0.2	-0.2	1	step size=0.0002	30	2e-04	-1
-0.2	-0.2	1	step size=0.0002	Inf	2e-04	-1
-0.2	-0.2	1	step size=0.0002	Inf	2e-04	-1
-0.2	-0.2	1	step size=0.0003	1	3e-04	-1
-0.2	-0.2	1	step size=0.0003	1	3e-04	-1
-0.2	-0.2	1	step size=0.0003	2	3e-04	-1
-0.2	-0.2	1	step size=0.0003	2	3e-04	-1
-0.2	-0.2	1	step size=0.0003	3	3e-04	-1
-0.2	-0.2	1	step size=0.0003	3	3e-04	-1
-0.2	-0.2	1	step size=0.0003	4	3e-04	-1
-0.2	-0.2	1	step size=0.0003	4	3e-04	-1
-0.2	-0.2	1	step size=0.0003	5	3e-04	-1
-0.2	-0.2	1	step size=0.0003	5	3e-04	-1
-0.2	-0.2	1	step size=0.0003	6	3e-04	-1
-0.2	-0.2	1	step size=0.0003	6	3e-04	-1
-0.2	-0.2	1	step size=0.0003	7	3e-04	-1
-0.2	-0.2	1	step size=0.0003	7	3e-04	-1
-0.2	-0.2	1	step size=0.0003	8	3e-04	-1
-0.2	-0.2	1	step size=0.0003	8	3e-04	-1
-0.2	-0.2	1	step size=0.0003	9	3e-04	-1
-0.2	-0.2	1	step size=0.0003	9	3e-04	-1
-0.2	-0.2	1	step size=0.0003	10	3e-04	-1
-0.2	-0.2	1	step size=0.0003	10	3e-04	-1
-0.2	-0.2	1	step size=0.0003	11	3e-04	-1
-0.2	-0.2	1	step size=0.0003	11	3e-04	-1
-0.2	-0.2	1	step size=0.0003	12	3e-04	-1
-0.2	-0.2	1	step size=0.0003	12	3e-04	-1
-0.2	-0.2	1	step size=0.0003	13	3e-04	-1
-0.2	-0.2	1	step size=0.0003	13	3e-04	-1
-0.2	-0.2	1	step size=0.0003	14	3e-04	-1
-0.2	-0.2	1	step size=0.0003	14	3e-04	-1
-0.2	-0.2	1	step size=0.0003	15	3e-04	-1
-0.2	-0.2	1	step size=0.0003	15	3e-04	-1
-0.2	-0.2	1	step size=0.0003	16	3e-04	-1
-0.2	-0.2	1	step size=0.0003	16	3e-04	-1
-0.2	-0.2	1	step size=0.0003	17	3e-04	-1
-0.2	-0.2	1	step size=0.0003	17	3e-04	-1
-0.2	-0.2	1	step size=0.0003	18	3e-04	-1
-0.2	-0.2	1	step size=0.0003	18	3e-04	-1
-0.2	-0.2	1	step size=0.0003	19	3e-04	-1
-0.2	-0.2	1	step size=0.0003	19	3e-04	-1
-0.2	-0.2	1	step size=0.0003	20	3e-04	-1
-0.2	-0.2	1	step size=0.0003	20	3e-04	-1
-0.2	-0.2	1	step size=0.0003	21	3e-04	-1
-0.2	-0.2	1	step size=0.0003	21	3e-04	-1
-0.2	-0.2	1	step size=0.0003	22	3e-04	-1
-0.2	-0.2	1	step size=0.0003	22	3e-04	-1
-0.2	-0.2	1	step size=0.0003	23	3e-04	-1
-0.2	-0.2	1	step size=0.0003	23	3e-04	-1
-0.2	-0.2	1	step size=0.0003	24	3e-04	-1
-0.2	-0.2	1	step size=0.0003	24	3e-04	-1
-0.2	-0.2	1	step size=0.0003	25	3e-04	-1
-0.2	-0.2	1	step size=0.0003	25	3e-04	-1
-0.2	-0.2	1	step size=0.0003	26	3e-04	-1
-0.2	-0.2	1	step size=0.0003	26	3e-04	-1
-0.2	-0.2	1	step size=0.0003	27	3e-04	-1
-0.2	-0.2	1	step size=0.0003	27	3e-04	-1
-0.2	-0.2	1	step size=0.0003	28	3e-04	-1
-0.2	-0.2	1	step size=0.0003	28	3e-04	-1
-0.2	-0.2	1	step size=0.0003	29	3e-04	-1
-0.2	-0.2	1	step size=0.0003	29	3e-04	-1
-0.2	-0.2	1	step size=0.0003	30	3e-04	-1
-0.2	-0.2	1	step size=0.0003	30	3e-04	-1
-0.2	-0.2	1	step size=0.0003	Inf	3e-04	-1
-0.2	-0.2	1	step size=0.0003	Inf	3e-04	-1
-0.2	-0.2	1	step size=0.0006	1	6e-04	-1
-0.2	-0.2	1	step size=0.0006	1	6e-04	-1
-0.2	-0.2	1	step size=0.0006	2	6e-04	-1
-0.2	-0.2	1	step size=0.0006	2	6e-04	-1
-0.2	-0.2	1	step size=0.0006	3	6e-04	-1
-0.2	-0.2	1	step size=0.0006	3	6e-04	-1
-0.2	-0.2	1	step size=0.0006	4	6e-04	-1
-0.2	-0.2	1	step size=0.0006	4	6e-04	-1
-0.2	-0.2	1	step size=0.0006	5	6e-04	-1
-0.2	-0.2	1	step size=0.0006	5	6e-04	-1
-0.2	-0.2	1	step size=0.0006	6	6e-04	-1
-0.2	-0.2	1	step size=0.0006	6	6e-04	-1
-0.2	-0.2	1	step size=0.0006	7	6e-04	-1
-0.2	-0.2	1	step size=0.0006	7	6e-04	-1
-0.2	-0.2	1	step size=0.0006	8	6e-04	-1
-0.2	-0.2	1	step size=0.0006	8	6e-04	-1
-0.2	-0.2	1	step size=0.0006	9	6e-04	-1
-0.2	-0.2	1	step size=0.0006	9	6e-04	-1
-0.2	-0.2	1	step size=0.0006	10	6e-04	-1
-0.2	-0.2	1	step size=0.0006	10	6e-04	-1
-0.2	-0.2	1	step size=0.0006	11	6e-04	-1
-0.2	-0.2	1	step size=0.0006	11	6e-04	-1
-0.2	-0.2	1	step size=0.0006	12	6e-04	-1
-0.2	-0.2	1	step size=0.0006	12	6e-04	-1
-0.2	-0.2	1	step size=0.0006	13	6e-04	-1
-0.2	-0.2	1	step size=0.0006	13	6e-04	-1
-0.2	-0.2	1	step size=0.0006	14	6e-04	-1
-0.2	-0.2	1	step size=0.0006	14	6e-04	-1
-0.2	-0.2	1	step size=0.0006	15	6e-04	-1
-0.2	-0.2	1	step size=0.0006	15	6e-04	-1
-0.2	-0.2	1	step size=0.0006	16	6e-04	-1
-0.2	-0.2	1	step size=0.0006	16	6e-04	-1
-0.2	-0.2	1	step size=0.0006	17	6e-04	-1
-0.2	-0.2	1	step size=0.0006	17	6e-04	-1
-0.2	-0.2	1	step size=0.0006	18	6e-04	-1
-0.2	-0.2	1	step size=0.0006	18	6e-04	-1
-0.2	-0.2	1	step size=0.0006	19	6e-04	-1
-0.2	-0.2	1	step size=0.0006	19	6e-04	-1
-0.2	-0.2	1	step size=0.0006	20	6e-04	-1
-0.2	-0.2	1	step size=0.0006	20	6e-04	-1
-0.2	-0.2	1	step size=0.0006	21	6e-04	-1
-0.2	-0.2	1	step size=0.0006	21	6e-04	-1
-0.2	-0.2	1	step size=0.0006	22	6e-04	-1
-0.2	-0.2	1	step size=0.0006	22	6e-04	-1
-0.2	-0.2	1	step size=0.0006	23	6e-04	-1
-0.2	-0.2	1	step size=0.0006	23	6e-04	-1
-0.2	-0.2	1	step size=0.0006	24	6e-04	-1
-0.2	-0.2	1	step size=0.0006	24	6e-04	-1
-0.2	-0.2	1	step size=0.0006	25	6e-04	-1
-0.2	-0.2	1	step size=0.0006	25	6e-04	-1
-0.2	-0.2	1	step size=0.0006	26	6e-04	-1
-0.2	-0.2	1	step size=0.0006	26	6e-04	-1
-0.2	-0.2	1	step size=0.0006	27	6e-04	-1
-0.2	-0.2	1	step size=0.0006	27	6e-04	-1
-0.2	-0.2	1	step size=0.0006	28	6e-04	-1
-0.2	-0.2	1	step size=0.0006	28	6e-04	-1
-0.2	-0.2	1	step size=0.0006	29	6e-04	-1
-0.2	-0.2	1	step size=0.0006	29	6e-04	-1
-0.2	-0.2	1	step size=0.0006	30	6e-04	-1
-0.2	-0.2	1	step size=0.0006	30	6e-04	-1
-0.2	-0.2	1	step size=0.0006	Inf	6e-04	-1
-0.2	-0.2	1	step size=0.0006	Inf	6e-04	-1
-0.2	-0.2	1	step size=0.0010	1	0.001	-1
-0.2	-0.2	1	step size=0.0010	1	0.001	-1
-0.2	-0.2	1	step size=0.0010	2	0.001	-1
-0.2	-0.2	1	step size=0.0010	2	0.001	-1
-0.2	-0.2	1	step size=0.0010	3	0.001	-1
-0.2	-0.2	1	step size=0.0010	3	0.001	-1
-0.2	-0.2	1	step size=0.0010	4	0.001	-1
-0.2	-0.2	1	step size=0.0010	4	0.001	-1
-0.2	-0.2	1	step size=0.0010	5	0.001	-1
-0.2	-0.2	1	step size=0.0010	5	0.001	-1
-0.2	-0.2	1	step size=0.0010	6	0.001	-1
-0.2	-0.2	1	step size=0.0010	6	0.001	-1
-0.2	-0.2	1	step size=0.0010	7	0.001	-1
-0.2	-0.2	1	step size=0.0010	7	0.001	-1
-0.2	-0.2	1	step size=0.0010	8	0.001	-1
-0.2	-0.2	1	step size=0.0010	8	0.001	-1
-0.2	-0.2	1	step size=0.0010	9	0.001	-1
-0.2	-0.2	1	step size=0.0010	9	0.001	-1
-0.2	-0.2	1	step size=0.0010	10	0.001	-1
-0.2	-0.2	1	step size=0.0010	10	0.001	-1
-0.2	-0.2	1	step size=0.0010	11	0.001	-1
-0.2	-0.2	1	step size=0.0010	11	0.001	-1
-0.2	-0.2	1	step size=0.0010	12	0.001	-1
-0.2	-0.2	1	step size=0.0010	12	0.001	-1
-0.2	-0.2	1	step size=0.0010	13	0.001	-1
-0.2	-0.2	1	step size=0.0010	13	0.001	-1
-0.2	-0.2	1	step size=0.0010	14	0.001	-1
-0.2	-0.2	1	step size=0.0010	14	0.001	-1
-0.2	-0.2	1	step size=0.0010	15	0.001	-1
-0.2	-0.2	1	step size=0.0010	15	0.001	-1
-0.2	-0.2	1	step size=0.0010	16	0.001	-1
-0.2	-0.2	1	step size=0.0010	16	0.001	-1
-0.2	-0.2	1	step size=0.0010	17	0.001	-1
-0.2	-0.2	1	step size=0.0010	17	0.001	-1
-0.2	-0.2	1	step size=0.0010	18	0.001	-1
-0.2	-0.2	1	step size=0.0010	18	0.001	-1
-0.2	-0.2	1	step size=0.0010	19	0.001	-1
-0.2	-0.2	1	step size=0.0010	19	0.001	-1
-0.2	-0.2	1	step size=0.0010	20	0.001	-1
-0.2	-0.2	1	step size=0.0010	20	0.001	-1
-0.2	-0.2	1	step size=0.0010	21	0.001	-1
-0.2	-0.2	1	step size=0.0010	21	0.001	-1
-0.2	-0.2	1	step size=0.0010	22	0.001	-1
-0.2	-0.2	1	step size=0.0010	22	0.001	-1
-0.2	-0.2	1	step size=0.0010	23	0.001	-1
-0.2	-0.2	1	step size=0.0010	23	0.001	-1
-0.2	-0.2	1	step size=0.0010	24	0.001	-1
-0.2	-0.2	1	step size=0.0010	24	0.001	-1
-0.2	-0.2	1	step size=0.0010	25	0.001	-1
-0.2	-0.2	1	step size=0.0010	25	0.001	-1
-0.2	-0.2	1	step size=0.0010	26	0.001	-1
-0.2	-0.2	1	step size=0.0010	26	0.001	-1
-0.2	-0.2	1	step size=0.0010	27	0.001	-1
-0.2	-0.2	1	step size=0.0010	27	0.001	-1
-0.2	-0.2	1	step size=0.0010	28	0.001	-1
-0.2	-0.2	1	step size=0.0010	28	0.001	-1
-0.2	-0.2	1	step size=0.0010	29	0.001	-1
-0.2	-0.2	1	step size=0.0010	29	0.001	-1
-0.2	-0.2	1	step size=0.0010	30	0.001	-1
-0.2	-0.2	1	step size=0.0010	30	0.001	-1
-0.2	-0.2	1	step size=0.0010	Inf	0.001	-1
-0.2	-0.2	1	step size=0.0010	Inf	0.001	-1
-0.2	-0.2	1	step size=0.0018	1	0.0018	-1
-0.2	-0.2	1	step size=0.0018	1	0.0018	-1
-0.2	-0.2	1	step size=0.0018	2	0.0018	-1
-0.2	-0.2	1	step size=0.0018	2	0.0018	-1
-0.2	-0.2	1	step size=0.0018	3	0.0018	-1
-0.2	-0.2	1	step size=0.0018	3	0.0018	-1
-0.2	-0.2	1	step size=0.0018	4	0.0018	-1
-0.2	-0.2	1	step size=0.0018	4	0.0018	-1
-0.2	-0.2	1	step size=0.0018	5	0.0018	-1
-0.2	-0.2	1	step size=0.0018	5	0.0018	-1
-0.2	-0.2	1	step size=0.0018	6	0.0018	-1
-0.2	-0.2	1	step size=0.0018	6	0.0018	-1
-0.2	-0.2	1	step size=0.0018	7	0.0018	-1
-0.2	-0.2	1	step size=0.0018	7	0.0018	-1
-0.2	-0.2	1	step size=0.0018	8	0.0018	-1
-0.2	-0.2	1	step size=0.0018	8	0.0018	-1
-0.2	-0.2	1	step size=0.0018	9	0.0018	-1
-0.2	-0.2	1	step size=0.0018	9	0.0018	-1
-0.2	-0.2	1	step size=0.0018	10	0.0018	-1
-0.2	-0.2	1	step size=0.0018	10	0.0018	-1
-0.2	-0.2	1	step size=0.0018	11	0.0018	-1
-0.2	-0.2	1	step size=0.0018	11	0.0018	-1
-0.2	-0.2	1	step size=0.0018	12	0.0018	-1
-0.2	-0.2	1	step size=0.0018	12	0.0018	-1
-0.2	-0.2	1	step size=0.0018	13	0.0018	-1
-0.2	-0.2	1	step size=0.0018	13	0.0018	-1
-0.2	-0.2	1	step size=0.0018	14	0.0018	-1
-0.2	-0.2	1	step size=0.0018	14	0.0018	-1
-0.2	-0.2	1	step size=0.0018	15	0.0018	-1
-0.2	-0.2	1	step size=0.0018	15	0.0018	-1
-0.2	-0.2	1	step size=0.0018	16	0.0018	-1
-0.2	-0.2	1	step size=0.0018	16	0.0018	-1
-0.2	-0.2	1	step size=0.0018	17	0.0018	-1
-0.2	-0.2	1	step size=0.0018	17	0.0018	-1
-0.2	-0.2	1	step size=0.0018	18	0.0018	-1
-0.2	-0.2	1	step size=0.0018	18	0.0018	-1
-0.2	-0.2	1	step size=0.0018	19	0.0018	-1
-0.2	-0.2	1	step size=0.0018	19	0.0018	-1
-0.2	-0.2	1	step size=0.0018	20	0.0018	-1
-0.2	-0.2	1	step size=0.0018	20	0.0018	-1
-0.2	-0.2	1	step size=0.0018	21	0.0018	-1
-0.2	-0.2	1	step size=0.0018	21	0.0018	-1
-0.2	-0.2	1	step size=0.0018	22	0.0018	-1
-0.2	-0.2	1	step size=0.0018	22	0.0018	-1
-0.2	-0.2	1	step size=0.0018	23	0.0018	-1
-0.2	-0.2	1	step size=0.0018	23	0.0018	-1
-0.2	-0.2	1	step size=0.0018	24	0.0018	-1
-0.2	-0.2	1	step size=0.0018	24	0.0018	-1
-0.2	-0.2	1	step size=0.0018	25	0.0018	-1
-0.2	-0.2	1	step size=0.0018	25	0.0018	-1
-0.2	-0.2	1	step size=0.0018	26	0.0018	-1
-0.2	-0.2	1	step size=0.0018	26	0.0018	-1
-0.2	-0.2	1	step size=0.0018	27	0.0018	-1
-0.2	-0.2	1	step size=0.0018	27	0.0018	-1
-0.2	-0.2	1	step size=0.0018	28	0.0018	-1
-0.2	-0.2	1	step size=0.0018	28	0.0018	-1
-0.2	-0.2	1	step size=0.0018	29	0.0018	-1
-0.2	-0.2	1	step size=0.0018	29	0.0018	-1
-0.2	-0.2	1	step size=0.0018	30	0.0018	-1
-0.2	-0.2	1	step size=0.0018	30	0.0018	-1
-0.2	-0.2	1	step size=0.0018	Inf	0.0018	-1
-0.2	-0.2	1	step size=0.0018	Inf	0.0018	-1
-0.2	-0.2	1	step size=0.0032	1	0.0032	-1
-0.2	-0.2	1	step size=0.0032	1	0.0032	-1
-0.2	-0.2	1	step size=0.0032	2	0.0032	-1
-0.2	-0.2	1	step size=0.0032	2	0.0032	-1
-0.2	-0.2	1	step size=0.0032	3	0.0032	-1
-0.2	-0.2	1	step size=0.0032	3	0.0032	-1
-0.2	-0.2	1	step size=0.0032	4	0.0032	-1
-0.2	-0.2	1	step size=0.0032	4	0.0032	-1
-0.2	-0.2	1	step size=0.0032	5	0.0032	-1
-0.2	-0.2	1	step size=0.0032	5	0.0032	-1
-0.2	-0.2	1	step size=0.0032	6	0.0032	-1
-0.2	-0.2	1	step size=0.0032	6	0.0032	-1
-0.2	-0.2	1	step size=0.0032	7	0.0032	-1
-0.2	-0.2	1	step size=0.0032	7	0.0032	-1
-0.2	-0.2	1	step size=0.0032	8	0.0032	-1
-0.2	-0.2	1	step size=0.0032	8	0.0032	-1
-0.2	-0.2	1	step size=0.0032	9	0.0032	-1
-0.2	-0.2	1	step size=0.0032	9	0.0032	-1
-0.2	-0.2	1	step size=0.0032	10	0.0032	-1
-0.2	-0.2	1	step size=0.0032	10	0.0032	-1
-0.2	-0.2	1	step size=0.0032	11	0.0032	-1
-0.2	-0.2	1	step size=0.0032	11	0.0032	-1
-0.2	-0.2	1	step size=0.0032	12	0.0032	-1
-0.2	-0.2	1	step size=0.0032	12	0.0032	-1
-0.2	-0.2	1	step size=0.0032	13	0.0032	-1
-0.2	-0.2	1	step size=0.0032	13	0.0032	-1
-0.2	-0.2	1	step size=0.0032	14	0.0032	-1
-0.2	-0.2	1	step size=0.0032	14	0.0032	-1
-0.2	-0.2	1	step size=0.0032	15	0.0032	-1
-0.2	-0.2	1	step size=0.0032	15	0.0032	-1
-0.2	-0.2	1	step size=0.0032	16	0.0032	-1
-0.2	-0.2	1	step size=0.0032	16	0.0032	-1
-0.2	-0.2	1	step size=0.0032	17	0.0032	-1
-0.2	-0.2	1	step size=0.0032	17	0.0032	-1
-0.2	-0.2	1	step size=0.0032	18	0.0032	-1
-0.2	-0.2	1	step size=0.0032	18	0.0032	-1
-0.2	-0.2	1	step size=0.0032	19	0.0032	-1
-0.2	-0.2	1	step size=0.0032	19	0.0032	-1
-0.2	-0.2	1	step size=0.0032	20	0.0032	-1
-0.2	-0.2	1	step size=0.0032	20	0.0032	-1
-0.2	-0.2	1	step size=0.0032	21	0.0032	-1
-0.2	-0.2	1	step size=0.0032	21	0.0032	-1
-0.2	-0.2	1	step size=0.0032	22	0.0032	-1
-0.2	-0.2	1	step size=0.0032	22	0.0032	-1
-0.2	-0.2	1	step size=0.0032	23	0.0032	-1
-0.2	-0.2	1	step size=0.0032	23	0.0032	-1
-0.2	-0.2	1	step size=0.0032	24	0.0032	-1
-0.2	-0.2	1	step size=0.0032	24	0.0032	-1
-0.2	-0.2	1	step size=0.0032	25	0.0032	-1
-0.2	-0.2	1	step size=0.0032	25	0.0032	-1
-0.2	-0.2	1	step size=0.0032	26	0.0032	-1
-0.2	-0.2	1	step size=0.0032	26	0.0032	-1
-0.2	-0.2	1	step size=0.0032	27	0.0032	-1
-0.2	-0.2	1	step size=0.0032	27	0.0032	-1
-0.2	-0.2	1	step size=0.0032	28	0.0032	-1
-0.2	-0.2	1	step size=0.0032	28	0.0032	-1
-0.2	-0.2	1	step size=0.0032	29	0.0032	-1
-0.2	-0.2	1	step size=0.0032	29	0.0032	-1
-0.2	-0.2	1	step size=0.0032	30	0.0032	-1
-0.2	-0.2	1	step size=0.0032	30	0.0032	-1
-0.2	-0.2	1	step size=0.0032	Inf	0.0032	-1
-0.2	-0.2	1	step size=0.0032	Inf	0.0032	-1
-0.2	-0.2	1	step size=0.0056	1	0.0056	-1
-0.2	-0.2	1	step size=0.0056	1	0.0056	-1
-0.2	-0.2	1	step size=0.0056	2	0.0056	-1
-0.2	-0.2	1	step size=0.0056	2	0.0056	-1
-0.2	-0.2	1	step size=0.0056	3	0.0056	-1
-0.2	-0.2	1	step size=0.0056	3	0.0056	-1
-0.2	-0.2	1	step size=0.0056	4	0.0056	-1
-0.2	-0.2	1	step size=0.0056	4	0.0056	-1
-0.2	-0.2	1	step size=0.0056	5	0.0056	-1
-0.2	-0.2	1	step size=0.0056	5	0.0056	-1
-0.2	-0.2	1	step size=0.0056	6	0.0056	-1
-0.2	-0.2	1	step size=0.0056	6	0.0056	-1
-0.2	-0.2	1	step size=0.0056	7	0.0056	-1
-0.2	-0.2	1	step size=0.0056	7	0.0056	-1
-0.2	-0.2	1	step size=0.0056	8	0.0056	-1
-0.2	-0.2	1	step size=0.0056	8	0.0056	-1
-0.2	-0.2	1	step size=0.0056	9	0.0056	-1
-0.2	-0.2	1	step size=0.0056	9	0.0056	-1
-0.2	-0.2	1	step size=0.0056	10	0.0056	-1
-0.2	-0.2	1	step size=0.0056	10	0.0056	-1
-0.2	-0.2	1	step size=0.0056	11	0.0056	-1
-0.2	-0.2	1	step size=0.0056	11	0.0056	-1
-0.2	-0.2	1	step size=0.0056	12	0.0056	-1
-0.2	-0.2	1	step size=0.0056	12	0.0056	-1
-0.2	-0.2	1	step size=0.0056	13	0.0056	-1
-0.2	-0.2	1	step size=0.0056	13	0.0056	-1
-0.2	-0.2	1	step size=0.0056	14	0.0056	-1
-0.2	-0.2	1	step size=0.0056	14	0.0056	-1
-0.2	-0.2	1	step size=0.0056	15	0.0056	-1
-0.2	-0.2	1	step size=0.0056	15	0.0056	-1
-0.2	-0.2	1	step size=0.0056	16	0.0056	-1
-0.2	-0.2	1	step size=0.0056	16	0.0056	-1
-0.2	-0.2	1	step size=0.0056	17	0.0056	-1
-0.2	-0.2	1	step size=0.0056	17	0.0056	-1
-0.2	-0.2	1	step size=0.0056	18	0.0056	-1
-0.2	-0.2	1	step size=0.0056	18	0.0056	-1
-0.2	-0.2	1	step size=0.0056	19	0.0056	-1
-0.2	-0.2	1	step size=0.0056	19	0.0056	-1
-0.2	-0.2	1	step size=0.0056	20	0.0056	-1
-0.2	-0.2	1	step size=0.0056	20	0.0056	-1
-0.2	-0.2	1	step size=0.0056	21	0.0056	-1
-0.2	-0.2	1	step size=0.0056	21	0.0056	-1
-0.2	-0.2	1	step size=0.0056	22	0.0056	-1
-0.2	-0.2	1	step size=0.0056	22	0.0056	-1
-0.2	-0.2	1	step size=0.0056	23	0.0056	-1
-0.2	-0.2	1	step size=0.0056	23	0.0056	-1
-0.2	-0.2	1	step size=0.0056	24	0.0056	-1
-0.2	-0.2	1	step size=0.0056	24	0.0056	-1
-0.2	-0.2	1	step size=0.0056	25	0.0056	-1
-0.2	-0.2	1	step size=0.0056	25	0.0056	-1
-0.2	-0.2	1	step size=0.0056	26	0.0056	-1
-0.2	-0.2	1	step size=0.0056	26	0.0056	-1
-0.2	-0.2	1	step size=0.0056	27	0.0056	-1
-0.2	-0.2	1	step size=0.0056	27	0.0056	-1
-0.2	-0.2	1	step size=0.0056	28	0.0056	-1
-0.2	-0.2	1	step size=0.0056	28	0.0056	-1
-0.2	-0.2	1	step size=0.0056	29	0.0056	-1
-0.2	-0.2	1	step size=0.0056	29	0.0056	-1
-0.2	-0.2	1	step size=0.0056	30	0.0056	-1
-0.2	-0.2	1	step size=0.0056	30	0.0056	-1
-0.2	-0.2	1	step size=0.0056	Inf	0.0056	-1
-0.2	-0.2	1	step size=0.0056	Inf	0.0056	-1
-0.2	-0.2	1	step size=0.0100	1	0.01	-1
-0.2	-0.2	1	step size=0.0100	1	0.01	-1
-0.2	-0.2	1	step size=0.0100	2	0.01	-1
-0.2	-0.2	1	step size=0.0100	2	0.01	-1
-0.2	-0.2	1	step size=0.0100	3	0.01	-1
-0.2	-0.2	1	step size=0.0100	3	0.01	-1
-0.2	-0.2	1	step size=0.0100	4	0.01	-1
-0.2	-0.2	1	step size=0.0100	4	0.01	-1
-0.2	-0.2	1	step size=0.0100	5	0.01	-1
-0.2	-0.2	1	step size=0.0100	5	0.01	-1
-0.2	-0.2	1	step size=0.0100	6	0.01	-1
-0.2	-0.2	1	step size=0.0100	6	0.01	-1
-0.2	-0.2	1	step size=0.0100	7	0.01	-1
-0.2	-0.2	1	step size=0.0100	7	0.01	-1
-0.2	-0.2	1	step size=0.0100	8	0.01	-1
-0.2	-0.2	1	step size=0.0100	8	0.01	-1
-0.2	-0.2	1	step size=0.0100	9	0.01	-1
-0.2	-0.2	1	step size=0.0100	9	0.01	-1
-0.2	-0.2	1	step size=0.0100	10	0.01	-1
-0.2	-0.2	1	step size=0.0100	10	0.01	-1
-0.2	-0.2	1	step size=0.0100	11	0.01	-1
-0.2	-0.2	1	step size=0.0100	11	0.01	-1
-0.2	-0.2	1	step size=0.0100	12	0.01	-1
-0.2	-0.2	1	step size=0.0100	12	0.01	-1
-0.2	-0.2	1	step size=0.0100	13	0.01	-1
-0.2	-0.2	1	step size=0.0100	13	0.01	-1
-0.2	-0.2	1	step size=0.0100	14	0.01	-1
-0.2	-0.2	1	step size=0.0100	14	0.01	-1
-0.2	-0.2	1	step size=0.0100	15	0.01	-1
-0.2	-0.2	1	step size=0.0100	15	0.01	-1
-0.2	-0.2	1	step size=0.0100	16	0.01	-1
-0.2	-0.2	1	step size=0.0100	16	0.01	-1
-0.2	-0.2	1	step size=0.0100	17	0.01	-1
